EmployeeID,ExitDate,ExitReason,TenureAtExit_Months,RehireEligible
EMP22437,2024-12-24,Better Opportunity,20,Yes
EMP22441,2025-11-02,Better Opportunity,5,Yes
EMP22442,2023-09-17,End of Contract,40,Yes
EMP22469,2024-06-26,End of Contract,38,Yes
EMP22476,2023-10-27,Better Opportunity,46,Yes
EMP22489,2024-06-06,Work Conditions,24,No
EMP22500,2025-08-04,Better Opportunity,9,Yes
EMP22521,2024-06-17,Work Conditions,41,No
EMP22535,2025-02-02,Salary Issues,14,No
EMP22541,2022-09-24,Better Opportunity,41,Yes
EMP22542,2025-11-14,End of Contract,22,Yes
EMP22552,2025-01-17,Better Opportunity,23,Yes
EMP22563,2023-12-05,Family Reasons,31,Yes
EMP22564,2023-04-04,End of Contract,39,Yes
EMP22570,2023-06-14,End of Contract,45,Yes
EMP22574,2025-01-14,Work Conditions,19,No
EMP22584,2024-04-02,Terminated,29,No
EMP22601,2023-01-02,End of Contract,43,Yes
EMP22645,2024-07-13,End of Contract,33,Yes
EMP22648,2025-04-08,Better Opportunity,31,Yes
EMP22651,2024-08-23,Salary Issues,24,No
EMP22661,2025-09-20,Health Issues,24,No
EMP22673,2025-05-13,End of Contract,12,Yes
EMP22696,2025-06-05,End of Contract,11,Yes
EMP22700,2025-09-27,Work Conditions,4,No
EMP22720,2024-05-17,Work Conditions,41,No
EMP22729,2023-12-05,Better Opportunity,33,Yes
EMP22750,2025-04-15,Better Opportunity,20,Yes
EMP22758,2025-11-14,End of Contract,8,Yes
EMP22766,2025-09-03,Better Opportunity,4,Yes
EMP22784,2025-04-07,Better Opportunity,46,Yes
EMP22798,2025-07-18,Better Opportunity,39,Yes
EMP22810,2024-12-16,Better Opportunity,12,Yes
EMP22857,2023-10-17,Better Opportunity,42,Yes
EMP22872,2023-03-10,Family Reasons,35,Yes
EMP22886,2025-07-24,End of Contract,6,Yes
EMP22917,2025-03-20,Better Opportunity,10,Yes
EMP22946,2024-04-09,Better Opportunity,31,Yes
EMP22959,2024-10-07,Family Reasons,21,Yes
EMP22961,2025-07-10,Better Opportunity,14,Yes
EMP22981,2023-10-05,End of Contract,30,Yes
EMP22986,2025-10-08,Better Opportunity,3,Yes
EMP23008,2024-01-15,Better Opportunity,25,Yes
EMP23028,2025-02-16,Better Opportunity,15,Yes
EMP23030,2025-04-07,Family Reasons,14,Yes
EMP23043,2022-11-22,Better Opportunity,45,Yes
EMP23089,2025-11-01,Salary Issues,3,No
EMP23102,2025-02-24,Better Opportunity,39,Yes
EMP23108,2024-05-22,Better Opportunity,29,Yes
EMP23109,2024-07-20,Better Opportunity,45,Yes
EMP23133,2024-11-12,Work Conditions,39,No
EMP23153,2025-07-21,End of Contract,10,Yes
EMP23159,2024-07-26,End of Contract,46,Yes
EMP23184,2024-12-22,Salary Issues,14,No
EMP23197,2025-10-15,Better Opportunity,19,Yes
EMP23208,2024-05-18,Better Opportunity,27,Yes
EMP23223,2025-09-28,Work Conditions,16,No
EMP23271,2024-09-30,Better Opportunity,35,Yes
EMP23290,2023-09-24,Better Opportunity,45,Yes
EMP23326,2024-12-27,Family Reasons,24,Yes
EMP23332,2023-10-26,Work Conditions,45,No
EMP23333,2025-07-10,End of Contract,26,Yes
EMP23334,2024-12-28,Family Reasons,45,Yes
EMP23357,2025-06-24,Better Opportunity,40,Yes
EMP23362,2024-11-19,Better Opportunity,27,Yes
EMP23371,2025-06-21,Work Conditions,15,No
EMP23407,2025-03-15,Better Opportunity,11,Yes
EMP23410,2022-11-19,Salary Issues,42,No
EMP23420,2024-09-24,End of Contract,47,Yes
EMP23436,2025-11-04,Health Issues,20,No
EMP23445,2024-01-21,Salary Issues,46,No
EMP23459,2025-06-17,End of Contract,8,Yes
EMP23465,2025-01-13,End of Contract,14,Yes
EMP23476,2023-04-11,Better Opportunity,32,Yes
EMP23478,2025-05-08,Work Conditions,15,No
EMP23524,2025-10-29,Terminated,17,No
EMP23533,2022-08-03,Family Reasons,42,Yes
EMP23578,2024-02-03,Better Opportunity,28,Yes
EMP23591,2025-07-14,Better Opportunity,9,Yes
EMP23602,2025-02-23,Family Reasons,16,Yes
EMP23632,2025-02-22,Better Opportunity,23,Yes
EMP23646,2024-01-16,Salary Issues,43,No
EMP23657,2025-09-19,Salary Issues,20,No
EMP23662,2024-03-09,Family Reasons,28,Yes
EMP23675,2025-05-22,Better Opportunity,9,Yes
EMP23677,2025-09-09,Better Opportunity,3,Yes
EMP23678,2025-03-04,Better Opportunity,16,Yes
EMP23688,2025-09-29,Better Opportunity,11,Yes
EMP23709,2025-10-12,Salary Issues,42,No
EMP23725,2024-10-12,End of Contract,30,Yes
EMP23729,2022-03-07,Salary Issues,46,No
EMP23754,2025-09-12,Better Opportunity,5,Yes
EMP23758,2024-12-19,Better Opportunity,44,Yes
EMP23785,2025-05-11,Better Opportunity,11,Yes
EMP23803,2024-12-03,Better Opportunity,14,Yes
EMP23835,2024-10-28,Better Opportunity,15,Yes
EMP23843,2024-03-08,End of Contract,32,Yes
EMP23845,2025-06-08,Better Opportunity,30,Yes
EMP23849,2025-03-22,Work Conditions,34,No
EMP23894,2024-12-06,Better Opportunity,31,Yes
EMP23929,2025-03-19,End of Contract,36,Yes
EMP23951,2025-08-20,Salary Issues,5,No
EMP23964,2025-06-30,Health Issues,8,No
EMP24021,2025-07-04,Better Opportunity,7,Yes
EMP24023,2025-07-03,Family Reasons,24,Yes
EMP24026,2025-02-27,Better Opportunity,29,Yes
EMP24034,2024-01-05,End of Contract,30,Yes
EMP24053,2024-10-04,Work Conditions,45,No
EMP24061,2025-06-05,Family Reasons,6,Yes
EMP24092,2024-02-19,End of Contract,23,Yes
EMP24111,2024-07-13,Better Opportunity,28,Yes
EMP24118,2025-06-07,End of Contract,34,Yes
EMP24122,2024-04-05,End of Contract,31,Yes
EMP24130,2022-07-02,Salary Issues,47,No
EMP24144,2025-01-27,Salary Issues,45,No
EMP24170,2024-11-18,End of Contract,31,Yes
EMP24186,2025-09-12,Work Conditions,7,No
EMP24198,2025-07-15,End of Contract,7,Yes
EMP24202,2025-08-11,Better Opportunity,12,Yes
EMP24217,2022-06-24,Salary Issues,45,No
EMP24218,2024-04-10,Better Opportunity,29,Yes
EMP24226,2025-09-24,Better Opportunity,41,Yes
EMP24231,2025-02-02,End of Contract,36,Yes
EMP24258,2024-08-05,Better Opportunity,39,Yes
EMP24266,2024-09-23,Better Opportunity,30,Yes
EMP24285,2023-03-05,End of Contract,38,Yes
EMP24319,2025-08-30,End of Contract,24,Yes
EMP24321,2025-06-18,End of Contract,7,Yes
EMP24333,2023-11-18,Salary Issues,39,No
EMP24354,2024-06-28,Better Opportunity,34,Yes
EMP24381,2025-07-05,Health Issues,25,No
EMP24390,2025-04-19,Better Opportunity,20,Yes
EMP24392,2024-12-08,End of Contract,44,Yes
EMP24399,2025-09-28,Salary Issues,7,No
EMP24415,2024-03-01,End of Contract,34,Yes
EMP24419,2025-08-19,Work Conditions,13,No
EMP24427,2024-05-13,Better Opportunity,38,Yes
EMP24432,2024-07-07,Better Opportunity,41,Yes
EMP24460,2024-06-17,Family Reasons,43,Yes
EMP24470,2023-12-30,End of Contract,34,Yes
EMP24471,2025-06-09,Better Opportunity,21,Yes
EMP24490,2025-10-06,End of Contract,11,Yes
EMP24496,2023-10-23,Work Conditions,40,No
EMP24507,2022-08-21,Health Issues,41,No
EMP24513,2024-03-05,Family Reasons,41,Yes
EMP24516,2024-03-07,End of Contract,43,Yes
EMP24532,2023-12-11,End of Contract,31,Yes
EMP24556,2024-02-20,Better Opportunity,27,Yes
EMP24564,2025-09-23,Work Conditions,24,No
EMP24567,2023-09-15,End of Contract,37,Yes
EMP24568,2023-09-01,Better Opportunity,44,Yes
EMP24575,2022-10-25,Family Reasons,41,Yes
EMP24598,2025-11-01,Better Opportunity,13,Yes
EMP24614,2025-01-02,End of Contract,11,Yes
EMP24636,2025-07-28,Better Opportunity,8,Yes
EMP24643,2025-09-03,End of Contract,19,Yes
EMP24652,2025-09-13,End of Contract,3,Yes
EMP24668,2025-08-23,End of Contract,15,Yes
EMP24690,2024-11-26,Better Opportunity,38,Yes
EMP24691,2025-07-27,End of Contract,6,Yes
EMP24717,2025-09-06,Better Opportunity,16,Yes
EMP24731,2024-01-15,Better Opportunity,24,Yes
EMP24736,2023-05-07,End of Contract,42,Yes
EMP24737,2023-08-02,End of Contract,40,Yes
EMP24741,2025-10-26,Family Reasons,25,Yes
EMP24746,2025-09-16,Better Opportunity,5,Yes
EMP24752,2025-10-27,Better Opportunity,15,Yes
EMP24760,2024-02-20,Work Conditions,22,No
EMP24786,2025-01-26,Better Opportunity,12,Yes
EMP24787,2025-05-26,Health Issues,14,No
EMP24794,2025-02-08,Better Opportunity,16,Yes
EMP24798,2024-11-16,Better Opportunity,13,Yes
EMP24800,2025-04-07,Work Conditions,9,No
EMP24818,2024-06-03,Better Opportunity,25,Yes
EMP24821,2024-05-24,Better Opportunity,29,Yes
EMP24845,2025-09-18,Family Reasons,37,Yes
EMP24847,2025-08-07,End of Contract,35,Yes
EMP24850,2025-10-11,Better Opportunity,21,Yes
EMP24884,2025-03-30,Better Opportunity,13,Yes
EMP24888,2025-10-16,End of Contract,24,Yes
EMP24926,2025-01-13,End of Contract,23,Yes
EMP24936,2022-08-27,Better Opportunity,43,Yes
EMP24943,2025-04-02,Family Reasons,36,Yes
EMP24973,2025-04-07,End of Contract,13,Yes
EMP24975,2025-08-25,End of Contract,16,Yes
EMP25010,2025-05-28,Better Opportunity,39,Yes
EMP25020,2024-01-18,Better Opportunity,35,Yes
EMP25027,2025-03-24,Salary Issues,32,No
EMP25030,2024-02-12,End of Contract,40,Yes
EMP25056,2025-08-26,Terminated,10,No
EMP25062,2025-01-14,Better Opportunity,13,Yes
EMP25065,2024-05-28,End of Contract,24,Yes
EMP25067,2023-02-13,End of Contract,39,Yes
EMP25073,2025-10-02,Salary Issues,12,No
EMP25087,2024-04-23,Salary Issues,36,No
EMP25088,2025-08-12,Better Opportunity,16,Yes
EMP25091,2025-07-03,Family Reasons,46,Yes
EMP25095,2025-03-09,Better Opportunity,26,Yes
EMP25117,2024-08-09,Family Reasons,38,Yes
EMP25143,2025-07-26,Better Opportunity,15,Yes
EMP25144,2024-10-28,Salary Issues,42,No
EMP25149,2024-10-24,Family Reasons,14,Yes
EMP25153,2024-06-06,Salary Issues,32,No
EMP25156,2025-10-05,End of Contract,15,Yes
EMP25171,2025-04-01,Family Reasons,11,Yes
EMP25187,2024-04-11,Better Opportunity,39,Yes
EMP25193,2025-02-10,Salary Issues,16,No
EMP25211,2025-01-26,Family Reasons,31,Yes
EMP25233,2025-10-16,Family Reasons,7,Yes
EMP25258,2025-07-18,Health Issues,7,No
EMP25277,2024-01-10,End of Contract,47,Yes
EMP25311,2023-07-01,Work Conditions,38,No
EMP25312,2025-05-15,Better Opportunity,37,Yes
EMP25334,2024-10-10,End of Contract,30,Yes
EMP25338,2023-04-05,End of Contract,42,Yes
EMP25361,2025-06-27,Better Opportunity,8,Yes
EMP25374,2023-09-21,Better Opportunity,38,Yes
EMP25386,2025-07-23,End of Contract,4,Yes
EMP25406,2025-06-21,Family Reasons,7,Yes
EMP25415,2025-04-13,Better Opportunity,22,Yes
EMP25418,2024-12-06,End of Contract,15,Yes
EMP25420,2023-07-28,End of Contract,40,Yes
EMP25428,2025-04-19,Better Opportunity,21,Yes
EMP25448,2025-05-11,Family Reasons,10,Yes
EMP25454,2023-08-30,End of Contract,30,Yes
EMP25459,2025-08-23,End of Contract,21,Yes
EMP25460,2023-12-05,Work Conditions,45,No
EMP25463,2025-03-20,Better Opportunity,13,Yes
EMP25468,2023-03-06,Health Issues,46,No
EMP25480,2025-06-25,Family Reasons,13,Yes
EMP25481,2025-10-13,Better Opportunity,12,Yes
EMP25484,2025-10-14,Salary Issues,3,No
EMP25486,2024-12-03,Health Issues,37,No
EMP25512,2023-06-02,End of Contract,36,Yes
EMP25562,2025-08-19,Better Opportunity,14,Yes
EMP25571,2025-02-10,Family Reasons,15,Yes
EMP25574,2024-03-24,Salary Issues,40,No
EMP25575,2025-08-25,Work Conditions,3,No
EMP25582,2025-09-10,Work Conditions,33,No
EMP25623,2025-11-01,Better Opportunity,28,Yes
EMP25656,2025-09-03,Family Reasons,35,Yes
EMP25666,2024-06-13,Family Reasons,33,Yes
EMP25675,2025-10-18,Salary Issues,40,No
EMP25681,2024-10-18,End of Contract,36,Yes
EMP25695,2025-01-26,Better Opportunity,36,Yes
EMP25698,2025-04-17,End of Contract,39,Yes
EMP25711,2025-05-07,Salary Issues,13,No
EMP25729,2024-05-05,Salary Issues,22,No
EMP25736,2025-04-26,End of Contract,37,Yes
EMP25753,2025-11-12,Better Opportunity,8,Yes
EMP25758,2023-08-12,Salary Issues,39,No
EMP25785,2023-04-28,Better Opportunity,43,Yes
EMP25832,2024-10-08,Better Opportunity,22,Yes
EMP25837,2024-03-09,Family Reasons,26,Yes
EMP25841,2025-08-27,Better Opportunity,27,Yes
EMP25858,2025-10-30,Better Opportunity,21,Yes
EMP25885,2023-09-28,Better Opportunity,44,Yes
EMP25894,2023-08-15,End of Contract,37,Yes
EMP25895,2024-11-24,Better Opportunity,22,Yes
EMP25909,2025-05-22,Salary Issues,24,No
EMP25915,2025-08-20,Family Reasons,24,Yes
EMP25929,2024-11-21,Better Opportunity,17,Yes
EMP25934,2025-02-19,Salary Issues,25,No
EMP25960,2024-12-06,Salary Issues,19,No
EMP25971,2025-02-23,Better Opportunity,34,Yes
EMP25973,2024-10-27,Better Opportunity,20,Yes
EMP25974,2024-03-29,End of Contract,44,Yes
EMP25990,2024-09-25,Work Conditions,21,No
EMP25994,2025-11-13,Better Opportunity,26,Yes
EMP26004,2025-05-21,Better Opportunity,32,Yes
EMP26005,2024-12-30,Better Opportunity,12,Yes
EMP26064,2025-09-25,Better Opportunity,8,Yes
EMP26069,2025-05-05,Health Issues,18,No
EMP26072,2023-01-30,End of Contract,38,Yes
EMP26093,2024-01-19,Better Opportunity,33,Yes
EMP26097,2023-10-01,End of Contract,30,Yes
EMP26101,2025-03-01,Better Opportunity,12,Yes
EMP26108,2025-10-04,Better Opportunity,14,Yes
EMP26111,2025-01-14,Work Conditions,38,No
EMP26115,2025-08-14,Better Opportunity,12,Yes
EMP26118,2024-12-16,Better Opportunity,14,Yes
EMP26139,2025-08-04,End of Contract,12,Yes
EMP26213,2025-08-24,Salary Issues,20,No
EMP26232,2023-09-30,Family Reasons,36,Yes
EMP26236,2024-08-29,Work Conditions,24,No
EMP26250,2024-07-03,Better Opportunity,39,Yes
EMP26265,2024-09-17,End of Contract,19,Yes
EMP26295,2025-10-24,Better Opportunity,3,Yes
EMP26296,2024-02-04,End of Contract,26,Yes
EMP26325,2024-07-17,Salary Issues,18,No
EMP26333,2025-09-07,End of Contract,33,Yes
EMP26347,2024-11-20,Health Issues,17,No
EMP26371,2024-06-12,End of Contract,24,Yes
EMP26392,2025-10-01,Better Opportunity,5,Yes
EMP26417,2024-05-29,End of Contract,27,Yes
EMP26418,2025-10-27,Better Opportunity,4,Yes
EMP26420,2024-10-15,End of Contract,19,Yes
EMP26429,2025-10-11,Better Opportunity,43,Yes
EMP26459,2024-12-21,Family Reasons,17,Yes
EMP26478,2025-09-18,Salary Issues,8,No
EMP26498,2025-01-18,End of Contract,24,Yes
EMP26501,2024-05-10,Salary Issues,23,No
EMP26509,2025-05-21,End of Contract,7,Yes
EMP26534,2024-04-30,End of Contract,25,Yes
EMP26551,2024-08-30,Better Opportunity,24,Yes
EMP26552,2025-11-04,Family Reasons,3,Yes
EMP26559,2024-04-12,Better Opportunity,39,Yes
EMP26574,2023-10-26,End of Contract,34,Yes
EMP26588,2025-06-14,End of Contract,34,Yes
EMP26595,2024-02-20,End of Contract,22,Yes
EMP26598,2024-07-03,Health Issues,22,No
EMP26624,2025-08-13,Salary Issues,9,No
EMP26627,2024-12-09,End of Contract,22,Yes
EMP26630,2024-06-05,Family Reasons,45,Yes
EMP26647,2024-11-15,End of Contract,16,Yes
EMP26659,2025-06-02,Better Opportunity,30,Yes
EMP26671,2025-08-16,End of Contract,9,Yes
EMP26688,2024-11-06,Family Reasons,33,Yes
EMP26695,2025-08-25,Better Opportunity,7,Yes
EMP26730,2025-03-31,End of Contract,16,Yes
EMP26760,2024-08-05,Family Reasons,21,Yes
EMP26771,2024-09-11,Health Issues,26,No
EMP26773,2025-02-28,End of Contract,32,Yes
EMP26788,2025-04-02,Work Conditions,22,No
EMP26797,2025-06-05,Work Conditions,9,No
EMP26801,2025-06-05,Family Reasons,11,Yes
EMP26806,2025-08-03,Family Reasons,9,Yes
EMP26821,2023-11-14,Better Opportunity,27,Yes
EMP26831,2024-08-23,Better Opportunity,20,Yes
EMP26844,2025-11-09,End of Contract,9,Yes
EMP26845,2025-11-14,Better Opportunity,3,Yes
EMP26853,2024-09-10,End of Contract,18,Yes
EMP26858,2023-07-10,Better Opportunity,31,Yes
EMP26862,2023-01-30,Work Conditions,40,No
EMP26882,2025-05-21,Family Reasons,37,Yes
EMP26888,2024-07-07,Better Opportunity,29,Yes
EMP26890,2025-10-19,Work Conditions,24,No
EMP26892,2025-06-13,Better Opportunity,24,Yes
EMP26928,2024-03-24,Better Opportunity,39,Yes
EMP26950,2024-10-28,Work Conditions,46,No
EMP26955,2025-11-14,Better Opportunity,3,Yes
EMP26960,2024-10-06,Better Opportunity,17,Yes
EMP26971,2025-09-23,End of Contract,29,Yes
EMP26974,2025-07-01,End of Contract,21,Yes
EMP26993,2025-10-15,Terminated,9,No
EMP27014,2025-08-27,Family Reasons,6,Yes
EMP27016,2023-11-05,End of Contract,30,Yes
EMP27019,2024-04-24,Better Opportunity,25,Yes
EMP27026,2024-05-18,Salary Issues,40,No
EMP27043,2025-09-22,End of Contract,13,Yes
EMP27045,2024-06-29,Better Opportunity,42,Yes
EMP27055,2025-02-24,Better Opportunity,38,Yes
EMP27075,2025-03-22,Salary Issues,37,No
EMP27076,2025-10-01,Better Opportunity,6,Yes
EMP27096,2025-11-10,Better Opportunity,7,Yes
EMP27115,2023-02-23,End of Contract,36,Yes
EMP27119,2025-02-13,Family Reasons,10,Yes
EMP27127,2025-10-31,End of Contract,4,Yes
EMP27142,2025-04-04,Better Opportunity,16,Yes
EMP27150,2023-12-27,Health Issues,27,No
EMP27182,2024-07-06,Better Opportunity,30,Yes
EMP27196,2024-01-16,End of Contract,38,Yes
EMP27211,2025-11-07,End of Contract,32,Yes
EMP27219,2025-05-28,End of Contract,10,Yes
EMP27220,2025-04-18,End of Contract,47,Yes
EMP27239,2025-11-12,Better Opportunity,6,Yes
EMP27287,2025-06-12,Better Opportunity,36,Yes
EMP27290,2023-05-02,Better Opportunity,37,Yes
EMP27306,2025-04-18,Better Opportunity,14,Yes
EMP27316,2024-08-12,End of Contract,23,Yes
EMP27324,2025-02-22,Salary Issues,23,No
EMP27340,2024-11-03,Better Opportunity,28,Yes
EMP27344,2024-09-11,Better Opportunity,16,Yes
EMP27354,2025-08-03,Work Conditions,21,No
EMP27369,2025-04-21,Better Opportunity,11,Yes
EMP27379,2024-06-15,Work Conditions,19,No
EMP27384,2022-04-29,End of Contract,45,Yes
EMP27387,2025-08-17,End of Contract,10,Yes
EMP27389,2024-11-22,Better Opportunity,25,Yes
EMP27390,2024-11-03,Better Opportunity,28,Yes
EMP27409,2024-12-11,Work Conditions,14,No
EMP27411,2024-07-12,Better Opportunity,35,Yes
EMP27422,2025-10-01,End of Contract,3,Yes
EMP27436,2025-09-09,Better Opportunity,30,Yes
EMP27443,2025-02-20,Salary Issues,41,No
EMP27452,2025-09-27,Salary Issues,9,No
EMP27461,2025-09-09,Health Issues,3,No
EMP27523,2023-01-28,Better Opportunity,39,Yes
EMP27544,2022-10-11,End of Contract,39,Yes
EMP27576,2024-10-05,Salary Issues,24,No
EMP27587,2024-10-01,Family Reasons,15,Yes
EMP27603,2023-11-20,End of Contract,30,Yes
EMP27607,2025-05-28,Better Opportunity,9,Yes
EMP27627,2023-08-26,Better Opportunity,42,Yes
EMP27639,2025-06-21,Work Conditions,30,No
EMP27672,2024-06-09,Salary Issues,22,No
EMP27679,2025-01-05,Better Opportunity,36,Yes
EMP27686,2025-06-07,End of Contract,43,Yes
EMP27711,2023-12-13,Better Opportunity,26,Yes
EMP27723,2025-09-13,Better Opportunity,6,Yes
EMP27725,2025-02-08,Better Opportunity,12,Yes
EMP27740,2023-07-25,End of Contract,32,Yes
EMP27748,2025-09-03,Better Opportunity,9,Yes
EMP27760,2023-05-17,Salary Issues,44,No
EMP27763,2025-06-29,Family Reasons,39,Yes
EMP27789,2025-09-30,End of Contract,15,Yes
EMP27790,2025-06-19,Better Opportunity,9,Yes
EMP27791,2025-06-03,End of Contract,44,Yes
EMP27809,2025-11-06,Better Opportunity,14,Yes
EMP27815,2025-11-09,Salary Issues,3,No
EMP27821,2025-09-30,Better Opportunity,9,Yes
EMP27853,2024-03-04,End of Contract,43,Yes
EMP27854,2022-09-14,End of Contract,43,Yes
EMP27877,2025-02-08,End of Contract,36,Yes
EMP27882,2025-02-27,Better Opportunity,11,Yes
EMP27900,2024-01-09,Work Conditions,33,No
EMP27902,2022-09-12,Better Opportunity,42,Yes
EMP27904,2025-06-24,Better Opportunity,14,Yes
EMP27919,2025-08-21,Salary Issues,6,No
EMP27944,2024-11-30,Health Issues,19,No
EMP27952,2025-09-14,Better Opportunity,7,Yes
EMP27970,2025-04-19,Better Opportunity,43,Yes
EMP27990,2024-02-18,Better Opportunity,29,Yes
EMP27996,2024-09-10,End of Contract,19,Yes
EMP27999,2025-08-21,Better Opportunity,24,Yes
EMP28014,2024-06-30,Salary Issues,26,No
EMP28015,2025-04-23,Family Reasons,21,Yes
EMP28016,2024-05-10,End of Contract,27,Yes
EMP28027,2025-09-13,End of Contract,37,Yes
EMP28046,2024-01-23,End of Contract,29,Yes
EMP28079,2025-01-14,End of Contract,13,Yes
EMP28086,2025-01-10,End of Contract,16,Yes
EMP28087,2022-11-03,Salary Issues,42,No
EMP28093,2024-05-06,Family Reasons,21,Yes
EMP28141,2025-01-28,Family Reasons,15,Yes
EMP28153,2025-07-22,Better Opportunity,44,Yes
EMP28159,2022-12-05,End of Contract,41,Yes
EMP28162,2024-09-25,Better Opportunity,21,Yes
EMP28205,2025-01-12,End of Contract,14,Yes
EMP28211,2025-09-23,Better Opportunity,14,Yes
EMP28217,2024-12-30,Better Opportunity,35,Yes
EMP28220,2024-12-19,End of Contract,24,Yes
EMP28224,2025-10-15,Better Opportunity,5,Yes
EMP28226,2023-08-12,Better Opportunity,39,Yes
EMP28227,2023-09-18,End of Contract,45,Yes
EMP28230,2024-01-28,Salary Issues,38,No
EMP28235,2024-08-02,Terminated,31,No
EMP28238,2025-04-04,End of Contract,13,Yes
EMP28282,2024-07-09,Better Opportunity,19,Yes
EMP28288,2023-04-23,Family Reasons,34,Yes
EMP28298,2025-10-08,End of Contract,3,Yes
EMP28332,2024-11-26,Better Opportunity,32,Yes
EMP28345,2023-04-18,Family Reasons,42,Yes
EMP28368,2025-06-04,End of Contract,13,Yes
EMP28378,2024-06-29,Better Opportunity,28,Yes
EMP28383,2025-07-16,Family Reasons,8,Yes
EMP28384,2025-10-23,End of Contract,23,Yes
EMP28390,2024-10-09,End of Contract,17,Yes
EMP28393,2024-10-05,Family Reasons,24,Yes
EMP28396,2024-04-01,Work Conditions,30,No
EMP28401,2024-12-30,End of Contract,14,Yes
EMP28426,2024-05-22,Work Conditions,26,No
EMP28440,2025-08-04,End of Contract,11,Yes
EMP28445,2025-03-16,Better Opportunity,16,Yes
EMP28451,2023-11-14,Better Opportunity,45,Yes
EMP28456,2023-11-19,End of Contract,28,Yes
EMP28458,2023-05-12,Work Conditions,42,No
EMP28462,2025-10-10,Salary Issues,10,No
EMP28463,2024-06-10,End of Contract,29,Yes
EMP28464,2023-07-31,Health Issues,37,No
EMP28473,2024-09-21,Work Conditions,16,No
EMP28495,2023-11-11,Family Reasons,40,Yes
EMP28513,2024-09-11,Better Opportunity,28,Yes
EMP28517,2025-03-01,End of Contract,15,Yes
EMP28532,2025-08-22,Better Opportunity,4,Yes
EMP28545,2024-06-24,Salary Issues,24,No
EMP28546,2025-05-13,Family Reasons,8,Yes
EMP28560,2025-10-11,Better Opportunity,7,Yes
EMP28565,2025-05-29,Health Issues,12,No
EMP28580,2023-06-10,Better Opportunity,41,Yes
EMP28606,2025-10-03,End of Contract,9,Yes
EMP28653,2025-02-13,Better Opportunity,40,Yes
EMP28663,2025-04-13,End of Contract,16,Yes
EMP28701,2025-04-24,End of Contract,22,Yes
EMP28719,2025-01-12,Salary Issues,19,No
EMP28762,2024-07-05,Salary Issues,26,No
EMP28774,2023-01-16,Better Opportunity,44,Yes
EMP28825,2025-04-03,End of Contract,14,Yes
EMP28828,2025-04-26,Work Conditions,10,No
EMP28831,2024-11-22,Better Opportunity,45,Yes
EMP28833,2025-02-06,Work Conditions,22,No
EMP28835,2025-11-02,End of Contract,3,Yes
EMP28842,2024-10-05,Family Reasons,38,Yes
EMP28844,2025-08-18,End of Contract,4,Yes
EMP28857,2024-11-26,Better Opportunity,16,Yes
EMP28870,2025-07-10,Better Opportunity,11,Yes
EMP28874,2025-06-25,Better Opportunity,8,Yes
EMP28879,2024-03-27,Family Reasons,24,Yes
EMP28881,2024-05-03,Better Opportunity,19,Yes
EMP28890,2024-05-05,End of Contract,26,Yes
EMP28891,2023-11-25,Family Reasons,26,Yes
EMP28901,2025-02-11,Family Reasons,31,Yes
EMP28963,2024-08-21,End of Contract,17,Yes
EMP28964,2024-10-11,Health Issues,18,No
EMP28974,2025-04-20,End of Contract,9,Yes
EMP28985,2023-12-17,Salary Issues,33,No
EMP29012,2025-08-07,Better Opportunity,5,Yes
EMP29013,2025-04-13,End of Contract,23,Yes
EMP29031,2024-07-06,Family Reasons,46,Yes
EMP29044,2025-03-28,Better Opportunity,17,Yes
EMP29050,2023-11-23,Better Opportunity,28,Yes
EMP29057,2023-09-30,Family Reasons,26,Yes
EMP29082,2025-09-19,Health Issues,3,No
EMP29094,2025-09-14,Family Reasons,4,Yes
EMP29108,2025-07-31,Better Opportunity,7,Yes
EMP29109,2025-07-03,Better Opportunity,9,Yes
EMP29116,2024-08-22,End of Contract,18,Yes
EMP29132,2025-08-03,End of Contract,6,Yes
EMP29151,2024-02-09,Better Opportunity,30,Yes
EMP29157,2025-10-03,End of Contract,11,Yes
EMP29165,2025-10-10,Better Opportunity,21,Yes
EMP29174,2025-03-16,Better Opportunity,19,Yes
EMP29198,2025-08-17,Better Opportunity,9,Yes
EMP29211,2025-05-03,Better Opportunity,14,Yes
EMP29266,2023-04-18,Work Conditions,42,No
EMP29293,2025-03-23,End of Contract,34,Yes
EMP29307,2024-07-03,Family Reasons,44,Yes
EMP29314,2024-12-05,Terminated,17,No
EMP29369,2025-03-28,End of Contract,20,Yes
EMP29398,2025-06-07,Salary Issues,15,No
EMP29409,2025-09-22,Better Opportunity,30,Yes
EMP29412,2024-11-30,Better Opportunity,17,Yes
EMP29449,2025-03-12,End of Contract,12,Yes
EMP29462,2025-05-24,End of Contract,45,Yes
EMP29465,2025-10-31,Salary Issues,4,No
EMP29466,2024-05-09,Better Opportunity,37,Yes
EMP29475,2025-07-04,Salary Issues,9,No
EMP29476,2025-07-14,End of Contract,17,Yes
EMP29509,2025-01-31,Family Reasons,14,Yes
EMP29513,2025-02-01,Better Opportunity,16,Yes
EMP29519,2023-12-28,Better Opportunity,40,Yes
EMP29521,2025-10-15,Health Issues,5,No
EMP29525,2023-10-07,End of Contract,29,Yes
EMP29556,2025-10-13,End of Contract,6,Yes
EMP29575,2025-04-17,Better Opportunity,42,Yes
EMP29579,2023-07-03,Better Opportunity,37,Yes
